"RMS_received_1","RMS_received_2","RMS_received_3","RMS_received_4","RMS_received_5","RMS_received_6"
90.48,91.97,90.63,86.1,NA,NA
NA,NA,NA,93.71,111.1,94.93
90.64,NA,97.6,85.02,83.4,NA
NA,NA,NA,88.96,83.77,NA
95.65,98.74,92.93,88.49,NA,NA
NA,NA,NA,97.1,92.86,NA
90.04,88.1,84.34,NA,85.12,NA
NA,89.25,88.46,86.63,82.17,NA
87.65,NA,86.55,NA,NA,NA
NA,94.11,89.6,86.97,87.51,NA
NA,90.65,90.83,83.01,84.24,NA
NA,NA,NA,95.4,92.42,87.24
NA,NA,88.98,82.61,82.97,NA
NA,85.01,NA,83.82,86.7,NA
NA,NA,NA,95.3,90.95,86.8
NA,NA,85.1,NA,81.91,NA
100.26,100.61,100.31,NA,NA,NA
NA,86.26,84.35,NA,NA,NA
93.65,92.37,89.92,NA,NA,NA
NA,103.18,95.32,92.76,90.03,NA
92.71,NA,92.07,NA,NA,NA
NA,NA,NA,88.99,87.3,NA
NA,90.19,83.21,83.74,NA,NA
88.22,NA,84.31,NA,82.06,NA
85.78,91.1,NA,93.12,NA,NA
82.08,79.26,NA,88.76,84.51,NA
NA,NA,92.34,NA,93.78,NA
90.83,95.11,89.92,85.19,75.52,NA
NA,NA,90.49,96.79,89.53,NA
82.45,86.12,NA,NA,NA,NA
NA,94.69,NA,92.59,87.55,NA
86.59,92.95,88.88,84,85.31,NA
NA,93.13,NA,91.52,NA,NA
86.81,84.68,86.55,NA,84.77,NA
NA,NA,84.37,NA,85.05,NA
NA,NA,NA,90.41,85.41,NA
NA,102.63,94.69,92.35,89.63,NA
78.26,78.49,NA,NA,NA,NA
NA,88.11,83.27,NA,79.05,NA
NA,NA,NA,87.32,84.99,NA
92.41,100.66,87.42,90.65,90.07,NA
NA,88.36,NA,85.06,NA,NA
88,91.8,89.1,99.9,101.15,90.32
NA,91.86,93.31,86.47,NA,NA
NA,NA,NA,88.52,85.14,NA
NA,87.32,NA,90.87,85.84,NA
NA,90.78,88.65,83.82,83.35,NA
93.04,97.79,NA,NA,NA,NA
NA,85.33,NA,90.09,80.21,NA
NA,NA,NA,NA,89.06,84.46
NA,92.49,NA,85.5,83.63,NA
91.53,NA,84.04,NA,NA,NA
NA,80.7,82.69,NA,NA,NA
90.76,NA,91.67,NA,83.44,83.96
NA,86.59,86.22,86.95,NA,NA
NA,78.45,89.89,80.57,81.58,NA
92.42,NA,101.28,105.22,105.17,NA
NA,89.52,99.56,85.07,103.4,NA
92.39,NA,92.32,96.99,79.04,95.79
95.88,86.65,NA,NA,NA,NA
91.01,NA,94.25,NA,86.71,NA
97.07,NA,97.1,NA,NA,NA
NA,NA,87.09,NA,87.46,NA
NA,NA,94.51,NA,99.14,89.45
92.97,106.86,89.51,NA,NA,NA
NA,95.09,NA,91.54,93.37,86.14
89.66,94.21,88.03,NA,NA,NA
95.54,NA,96.81,NA,98.83,NA
95.11,NA,96.96,NA,111.24,98.14
NA,NA,NA,89.94,87.92,NA
95.09,NA,103.2,89.36,88.33,NA
88.27,87.83,91.99,93.37,96.23,NA
NA,93.62,88.5,86.82,86.56,104.51
92.7,100.69,NA,88.21,NA,NA
89.7,83.67,97.57,80.91,97.53,NA
NA,NA,92.09,103.68,101.47,NA
96.98,NA,100.94,NA,NA,NA
82.26,94.87,NA,101.09,NA,NA
89.68,NA,93.24,91.86,88.47,NA
NA,96.71,98.84,99.22,NA,NA
NA,NA,NA,96.19,77.8,NA
85.63,89.66,NA,90.53,NA,NA
NA,90.4,83.02,NA,NA,NA
NA,97.74,103.1,95.85,NA,NA
NA,100.49,105.86,101.58,NA,NA
NA,88.08,NA,84.59,NA,NA
NA,93.64,NA,89.08,NA,NA
90.8,81.59,81.43,NA,NA,NA
NA,NA,108.5,81.12,101.99,NA
85.35,96.58,87.83,NA,87.92,NA
102.36,97.46,NA,100.37,98.1,97.67
89.05,93.84,93.11,NA,108.17,97.17
92.76,NA,91.47,92.07,88.36,NA
86.6,96.33,88.93,89.28,NA,NA
86.25,NA,89.87,NA,85.99,84
87.95,NA,81.33,NA,84.56,NA
NA,NA,101.54,97.92,100.72,NA
92.81,92.97,100.06,NA,NA,NA
96.06,80.84,102.04,NA,100.49,NA
83.88,NA,85.14,NA,90.38,NA
83.75,105.49,94.34,86.6,NA,NA
98.51,NA,102.96,NA,NA,NA
NA,93.59,96.2,98.59,108.33,82.41
94.83,94.86,100.98,98.23,103.48,NA
88.92,96.23,87.64,NA,NA,NA
95.86,NA,99.11,NA,96.46,NA
NA,NA,106.46,102.45,91.55,NA
103.7,NA,102.41,NA,NA,NA
NA,NA,NA,NA,105.02,98.03
85.36,NA,87.36,NA,NA,NA
98.49,81.06,92.97,NA,NA,NA
NA,90.4,NA,85.64,NA,NA
87.74,92.29,NA,NA,NA,NA
NA,NA,93.72,86.88,NA,NA
NA,NA,NA,92.07,98.46,NA
88.87,92.9,88.03,NA,NA,NA
89.62,NA,86.22,NA,NA,NA
NA,NA,87.07,87.83,87.95,82.8
86.09,89.92,88.81,83.42,86.24,NA
92.15,91.41,89.7,89.56,86.22,NA
85.32,84.16,85.84,NA,NA,NA
95.06,100.64,91.98,NA,NA,NA
86.97,89.97,86.19,89.2,88.28,NA
NA,92.95,NA,87.29,88.85,NA
NA,71.64,NA,77.12,NA,NA
85.78,92.72,NA,NA,NA,NA
85.83,NA,89.6,NA,NA,NA
94.83,NA,98.77,89.01,NA,NA
NA,NA,92.27,94.46,87.62,86.47
92.43,NA,95.2,NA,NA,NA
88.47,82.91,83.12,86.69,85.31,81.96
NA,NA,NA,84.53,88.62,NA
NA,NA,NA,NA,88.49,85.03
NA,NA,87.57,80.5,79.92,NA
93.65,NA,95.91,NA,84.4,NA
73.22,78.18,77.03,NA,78.4,NA
NA,NA,NA,91.77,88.29,NA
96.21,75.22,72.36,78.14,78.21,NA
84.58,99.2,105.13,101.98,NA,NA
NA,NA,92.32,98.59,103.85,95.06
99.64,NA,101.89,NA,95.7,83.52
92.52,NA,92.23,NA,NA,NA
72.33,NA,96.18,75.48,80.12,NA
NA,NA,NA,NA,92.82,84.05
NA,89.01,87.25,NA,NA,NA
87.55,NA,88.39,NA,NA,NA
NA,86.59,NA,77.67,NA,NA
NA,NA,93.75,NA,89.4,86.46
NA,96.57,89.71,94.89,91.27,88.77
80,90.39,85.76,83.81,NA,NA
NA,NA,88.55,101.55,84.82,84.03
NA,91.97,87.47,86.36,NA,NA
82.86,74.62,77.38,NA,NA,NA
NA,NA,NA,NA,88.25,85.03
NA,87.4,85.82,81.92,78.45,NA
91.71,95.58,87.57,78.31,NA,NA
72.57,89.7,83.23,86.58,78.78,NA
NA,NA,NA,88.73,101.69,89.52
88.9,91.46,87.97,90.32,85.34,NA
90.78,84.22,91.78,NA,82.65,NA
91.77,NA,103.84,99,103.4,NA
NA,90.49,NA,94.21,NA,NA
NA,89.74,98.91,81.51,NA,NA
NA,96.06,NA,100.65,NA,NA
NA,90.63,92.58,85.34,86.75,NA
NA,NA,88.2,91.82,88.44,84.14
NA,82.38,85,NA,NA,NA
94.12,95.08,97.82,98.96,NA,NA
87.53,NA,89.57,NA,NA,NA
NA,93.15,89.83,NA,93.33,NA
95.46,87.05,103.18,86.21,85.93,NA
95.56,92.17,NA,NA,NA,NA
93.62,90.45,94.24,86.16,88.87,NA
NA,NA,NA,83.34,89.96,NA
97.51,73.36,91.12,86.22,NA,NA
NA,89.75,88.44,88.31,NA,NA
NA,89.07,92.67,86.44,91.78,83.68
87.02,84.65,NA,NA,NA,NA
93.86,NA,92.25,NA,91.32,NA
89.15,NA,94.36,NA,86.27,NA
NA,93.17,NA,100.21,NA,NA
NA,NA,88.83,NA,83.13,NA
90.08,89.3,92.79,92.67,NA,NA
NA,90.91,85.81,82.45,83.31,NA
88.13,NA,88.61,NA,NA,NA
NA,93.42,NA,98.96,93.52,NA
NA,89.87,86.25,89.42,82.94,NA
NA,83.19,85.74,82.48,79.31,NA
NA,NA,NA,83.64,83.68,NA
91.45,94.61,93.19,89.13,NA,NA
NA,83.51,76.93,NA,NA,NA
NA,NA,85.62,84.26,80.6,NA
96.34,NA,101.98,NA,102.77,91.59
76.58,91.49,NA,96.42,NA,NA
NA,89.08,91.71,NA,89.59,NA
NA,95.77,NA,84.42,104.95,NA
94.88,93.93,101.33,83.18,90.15,94.83
79.48,86.95,NA,NA,NA,NA
79.11,NA,80.43,77.62,NA,NA
NA,NA,NA,NA,93.89,89.28
NA,90.1,NA,85.11,NA,NA
76.69,83.27,78.66,79.08,NA,NA
NA,84.02,NA,79.05,NA,NA
NA,89.5,NA,88.69,NA,NA
NA,94.52,90.76,NA,NA,NA
NA,NA,NA,80.95,82.22,NA
NA,NA,NA,NA,90.78,88.27
79.81,81.54,84.83,77.92,NA,NA
75.71,80.81,NA,76.55,NA,NA
93.12,NA,101.86,NA,103.39,NA
83.48,79.41,NA,NA,NA,NA
NA,78.12,NA,79.94,NA,NA
83.38,81.62,85.29,81.38,81.17,79.09
84.23,NA,82.02,NA,84.54,82.26
82.49,NA,84.8,NA,79.9,NA
NA,80.69,NA,82.87,83.74,75.94
NA,79.98,NA,81.41,NA,NA
85.73,NA,83.49,NA,85.32,84.65
90.6,NA,96.83,NA,97.45,NA
NA,80.92,75.85,NA,NA,NA
91.13,NA,95.68,NA,93.26,NA
95.54,98.33,93.26,NA,NA,NA
NA,NA,NA,NA,83.23,81.85
86.77,NA,81,81.39,NA,NA
NA,77.97,NA,77.84,NA,NA
NA,NA,NA,NA,81.11,82.28
79.78,85.54,84.12,NA,NA,NA
87.04,NA,83.08,82.75,82.3,83.5
NA,79.9,80.49,NA,NA,NA
88.7,86.01,83.44,84.29,83.23,NA
NA,NA,81.91,80.18,76.46,NA
89.89,81.23,84.12,84.18,81.97,NA
80.7,78.01,NA,76.69,NA,NA
91.47,86.27,82.57,NA,NA,NA
NA,NA,NA,83.9,81.58,NA
83.18,NA,81.01,NA,79.84,82.64
82.02,85.42,81.87,NA,NA,NA
79.19,86.29,83.69,79.28,NA,NA
NA,NA,NA,NA,84.89,84.37
91.53,90.01,90.56,NA,NA,NA
NA,93.31,93.85,85.19,85.65,NA
NA,75.6,82.58,86.19,85.12,NA
NA,NA,88.81,87.85,105.81,86.45
83.07,NA,80.68,84.15,NA,NA
86.52,93.22,87.43,89.34,87.29,NA
NA,89.95,NA,74.95,NA,NA
90.74,NA,87.78,NA,86.17,84.72
88.46,NA,92.72,89.92,91.81,NA
NA,NA,NA,NA,96.28,85.1
NA,NA,NA,81.37,84.55,NA
89.61,NA,100.54,NA,97.57,NA
NA,NA,80.78,NA,102.11,94.3
90.37,89.5,89.96,96.78,NA,NA
NA,94.18,101.71,95.73,NA,NA
NA,NA,NA,NA,88.34,85.51
NA,NA,NA,NA,86.49,96.5
NA,95.34,90.82,91.99,89.72,NA
81.75,NA,81.92,NA,80.35,79.93
NA,95.8,NA,93.44,NA,NA
NA,NA,94.15,NA,92.63,NA
NA,94.25,NA,92.19,NA,NA
NA,87.98,NA,83.01,79.81,NA
NA,NA,NA,NA,87.92,83.46
84.1,88.64,84.05,NA,NA,NA
NA,NA,NA,88.07,89.56,NA
NA,NA,80.68,85.47,80.67,NA
NA,NA,NA,88.29,86.86,84.53
81.37,NA,81.61,NA,NA,NA
82.2,80.7,85.12,80,NA,NA
97.6,89.6,73.44,83.98,82.3,NA
NA,81.55,81.17,NA,NA,NA
87.04,NA,80.81,NA,NA,NA
NA,NA,86.52,84.7,81.53,NA
NA,91.95,87.45,87.64,NA,NA
94.57,98.35,NA,NA,NA,NA
NA,NA,NA,85.11,81.96,81.44
NA,NA,82.75,81.32,80.11,NA
91.4,92.82,87.81,NA,82.97,NA
NA,96.42,93.38,89.85,87.15,NA
NA,NA,NA,87.07,85.51,NA
NA,95.11,88.94,90.92,83.81,82.44
92.98,96.87,96.16,104.19,101.79,96.79
NA,NA,NA,83.7,82.35,NA
NA,NA,NA,85.84,82.19,NA
NA,NA,96.37,NA,101.18,NA
NA,90.54,88.82,NA,NA,NA
NA,NA,NA,93.32,93.36,NA
95.83,95.38,NA,NA,NA,NA
82.04,79.96,NA,NA,NA,NA
NA,92.43,NA,99.26,NA,NA
79.55,NA,97.73,NA,109.82,96.77
88.3,NA,94.94,NA,96.82,NA
91.74,NA,97.32,NA,91.95,NA
NA,91,NA,94.01,NA,NA
84.23,NA,78.61,NA,NA,NA
85.36,NA,92.17,NA,NA,NA
NA,NA,NA,87.01,86.18,NA
86.36,80.78,NA,NA,NA,NA
NA,89.39,95.65,NA,NA,NA
95.19,97.51,97.24,97.67,105.72,96.63
96.23,95.84,97.6,101.72,114.13,NA
86.91,NA,94.05,NA,NA,NA
81.73,NA,82.78,NA,NA,NA
NA,NA,NA,83.04,84.99,NA
NA,84.52,NA,83.8,NA,NA
86.52,NA,83.11,NA,98.52,NA
79.82,NA,80.72,NA,NA,NA
90.29,89.91,94.8,89.55,95.79,89.27
97.33,98.11,96.94,104.3,NA,NA
NA,NA,92.24,86.42,106.5,97.83
91.81,NA,93.66,NA,NA,NA
91.81,NA,94.85,NA,NA,NA
90.59,90.65,95.76,91.78,93.06,NA
NA,80,83.2,77.21,NA,NA
89.63,92.21,84.84,96,92.23,NA
NA,NA,96.54,90.54,105.21,NA
80.93,87.28,NA,NA,NA,NA
NA,82.2,78.08,NA,NA,NA
NA,80.17,84.1,NA,NA,NA
94.84,92.61,NA,100.26,94.85,91.96
78.53,82.98,NA,82.25,82.48,NA
NA,NA,82.8,77.6,82.96,NA
90.62,86.53,NA,NA,NA,NA
92.75,NA,95.53,NA,98,NA
NA,NA,78.33,86.11,87.4,NA
NA,NA,95.97,NA,103.99,NA
NA,98.48,93.35,95.77,NA,NA
NA,NA,79.14,77.21,77.07,NA
NA,93,84,100.5,NA,NA
91.52,NA,91.2,NA,85.65,NA
NA,NA,94.82,NA,84.84,NA
NA,90,NA,86.11,NA,NA
92.85,NA,91.81,NA,NA,NA
86.54,87.44,95.31,91.1,91.93,87.68
77.01,77.11,99.32,76.15,98.51,NA
NA,NA,85.62,NA,82.39,NA
NA,NA,NA,78.7,80.01,NA
NA,92.82,NA,94.74,NA,NA
77.42,76.9,81.37,NA,72.37,NA
92.71,NA,96.9,NA,97.14,NA
NA,99.72,97.14,104.99,104.06,102.38
87.43,87.27,NA,94.07,95.17,88.32
94.48,NA,102.32,97.95,87.02,NA
NA,97.31,100.57,NA,111.97,92.82
100.3,NA,97.54,NA,90.9,86.32
NA,102.42,101.34,NA,NA,NA
NA,NA,98.5,NA,95.92,NA
97.75,96.56,102.83,103.91,NA,NA
NA,96.61,NA,97.14,92.63,88.62
NA,96.57,99.8,95.27,NA,NA
NA,NA,NA,NA,92.44,86.95
85.58,80.16,NA,NA,NA,NA
94.76,91.55,99.3,96.81,117.82,97.67
NA,NA,NA,NA,98.69,93.19
93.25,82.61,96.82,NA,NA,NA
91.52,NA,94.75,NA,79.12,89.44
94.78,93.56,98.27,97.46,80.71,97.44
NA,84.23,85.06,85.7,84.19,109.93
88.53,91.97,89.29,94.22,90.9,NA
NA,NA,NA,95.12,96.41,NA
NA,86.94,85.39,NA,NA,NA
NA,96.76,NA,96.84,99.51,NA
NA,NA,NA,NA,98.14,100.03
95.28,92.88,99.29,95.49,NA,NA
NA,NA,NA,81.55,81.77,NA
NA,NA,78.87,NA,75.32,NA
NA,86.08,NA,92.38,NA,NA
94.47,95.04,99.94,96.95,NA,NA
94.75,98.73,99.54,103.85,104.27,96.92
99.71,74.33,NA,NA,NA,NA
97.42,93.78,NA,NA,NA,NA
NA,101.34,NA,97.92,95.6,NA
87.34,87.82,NA,91.62,NA,NA
95.2,82.69,85.08,97.66,NA,NA
81.42,80.34,NA,NA,NA,NA
94.03,NA,97.07,102.15,104.72,81.34
85.27,NA,89.34,NA,NA,NA
NA,83.91,86.95,NA,86.2,NA
88.16,83.02,NA,NA,NA,NA
82.87,NA,80.93,NA,NA,NA
86.86,89.47,82.46,81.88,NA,NA
95,95.27,79.94,97.74,NA,NA
74.79,NA,91.12,NA,91.53,75.64
NA,NA,92.06,97.36,101.9,NA
90.1,94.33,94.78,79.47,NA,NA
86.52,104.03,103.31,91.51,NA,NA
94.2,NA,97.86,90.04,90.35,84.22
96.73,88.62,86.07,NA,NA,NA
NA,NA,87.79,NA,83.94,NA
91.12,95.56,92.96,98.19,NA,NA
NA,96.01,97.67,NA,NA,NA
NA,92.38,93.77,NA,105.9,NA
NA,NA,80.39,NA,78.7,NA
81.17,78.46,NA,NA,NA,NA
84.78,NA,86.06,NA,106.86,NA
97.83,96.75,98.9,105.26,NA,NA
NA,NA,NA,84.67,86.46,NA
78.4,79.63,81.94,76.16,NA,NA
NA,NA,93.36,NA,95.28,90.14
NA,NA,80.01,90.08,NA,NA
94.09,97.4,99.22,103.97,NA,NA
NA,89.23,90.16,100.25,NA,NA
94.32,98.52,95.8,100.81,NA,NA
NA,NA,NA,82.54,82.47,82.87
78.57,NA,81.7,75.36,NA,NA
91.01,97.55,93.47,94.76,NA,NA
91.73,95.31,93.29,98.6,NA,NA
NA,89.46,84.41,77.63,78.76,NA
86.3,92.44,96.22,97.55,101.22,92.78
NA,NA,82.97,NA,85.2,NA
80.77,80.84,83.18,NA,NA,NA
NA,NA,88.28,84.16,82.48,NA
95.69,78.87,78.27,78.94,NA,NA
NA,NA,86.53,85.69,NA,NA
NA,NA,88.98,NA,85.31,NA
91.97,NA,95.67,101.78,83.06,NA
NA,100.25,NA,104.41,95.92,93.11
73.33,73.62,94.86,75.92,80.11,78.32
91.41,NA,85.6,83.48,79.59,NA
NA,NA,NA,94.59,93.88,108.92
95.19,85.51,95.35,NA,NA,NA
NA,88.34,94.18,NA,89.17,NA
85.4,85.93,85.59,NA,NA,NA
94.75,82.46,NA,NA,NA,NA
NA,NA,83.83,NA,84.58,NA
79.98,NA,87.54,NA,NA,NA
NA,86.01,84.53,83.52,NA,NA
NA,NA,88.34,NA,95.93,87.59
83.36,80.24,89.05,93.89,NA,NA
NA,NA,90.44,NA,93.54,90.32
NA,99.29,92.81,97.59,94.2,NA
93.5,94.36,92.54,NA,NA,NA
94.48,87.17,85.96,NA,NA,NA
NA,100.83,81.45,83.54,79.55,NA
93.12,80.42,94.46,98.68,94.07,90.04
89.33,90.51,93.2,97.46,105.14,94.03
NA,NA,93.57,NA,92.25,NA
88.09,88.92,83.46,NA,NA,NA
87.96,NA,82.65,NA,NA,NA
86.62,90.09,92.88,102.06,106.5,NA
NA,NA,97.8,NA,99.55,109.79
NA,NA,95.53,94.82,NA,NA
NA,NA,88.97,94.23,87.39,NA
NA,NA,92.88,NA,101.36,NA
NA,89.33,91.89,94.34,NA,NA
86.62,87.88,92.91,95.12,NA,NA
NA,NA,75.73,90.95,NA,NA
84.48,NA,83.1,NA,NA,NA
NA,90.61,98.19,91.85,NA,NA
91.62,93.06,94.92,102.18,107.57,88.35
NA,90.48,95.59,100.06,83.87,NA
88.19,90.33,NA,95.6,87.01,NA
NA,83.25,86.2,NA,NA,NA
NA,NA,100.73,NA,96.99,NA
89.98,NA,80.74,NA,NA,NA
NA,85.46,NA,76.77,NA,NA
NA,92.15,85.54,NA,NA,NA
92.13,NA,80.79,NA,NA,NA
89.13,88.83,85.07,NA,NA,NA
78.04,82.51,99.39,NA,NA,NA
NA,88.74,91.98,NA,89.64,NA
NA,NA,86.22,NA,98.7,NA
79.47,86.09,93.48,NA,NA,NA
86.96,85.8,NA,NA,NA,NA
NA,81.84,85.31,NA,84.51,NA
NA,86.57,NA,85.11,88.02,NA
80.44,82.07,83.61,NA,NA,NA
96.15,86.98,NA,86.08,NA,NA
NA,NA,NA,79.77,83.27,81.42
89.08,83.47,83.47,NA,86.06,NA
86.95,86.77,91.17,84.77,106.89,NA
NA,NA,NA,83.51,84.84,NA
83.94,NA,84.1,83.01,78.55,NA
93.63,NA,94.72,85.18,NA,NA
NA,93,97.06,NA,104.1,NA
89.79,84.38,82.57,82.12,79.44,NA
85.67,94.81,87.57,98.83,NA,NA
NA,85.95,91.67,85.13,NA,NA
89.29,NA,91.38,NA,NA,NA
NA,NA,87.42,80.76,NA,NA
91.23,81.29,78.22,NA,NA,NA
NA,87.18,NA,82.48,80.85,NA
NA,78.15,80.43,75.26,NA,NA
83.43,79.96,84.48,78.74,78.06,NA
NA,90.28,NA,94.38,NA,NA
94.54,86.85,96.14,NA,NA,NA
93.2,75.01,100.91,NA,107.67,NA
NA,NA,82.09,103.42,99.67,NA
NA,NA,84.33,74.81,NA,NA
92.2,NA,85.73,81.71,77.71,NA
NA,NA,81.87,77.26,NA,NA
NA,91.86,85.14,NA,NA,NA
NA,NA,90.6,90.93,NA,NA
NA,NA,95.59,NA,93.53,88.56
NA,NA,82.66,78.45,80.93,NA
NA,92.81,93.79,NA,90.36,87.16
78.78,NA,82.24,NA,NA,NA
NA,87.04,NA,81.4,NA,NA
90.7,88.95,92.09,89.09,93.68,92.36
NA,NA,103.74,94.98,96.34,NA
81.35,86.74,83.42,NA,NA,NA
NA,100.15,NA,100.93,98.13,NA
NA,79.44,81.55,NA,NA,NA
89.69,98.72,89.19,89.62,NA,NA
81.39,79.12,82.81,NA,NA,NA
88.96,NA,88.41,NA,84.63,NA
83.79,84.31,NA,NA,NA,NA
79.83,NA,79.76,NA,79.79,NA
95.27,80.24,85.56,NA,NA,NA
NA,NA,NA,NA,80.44,74.36
95.42,NA,78.7,NA,78.16,NA
90.69,NA,88.3,NA,82.07,NA
NA,NA,NA,87.41,80.77,NA
NA,83.69,84.52,NA,NA,NA
NA,83.54,84.99,NA,79.59,NA
89.03,78.15,93.18,102.13,93.65,NA
NA,81.42,81.59,NA,NA,NA
81.43,81.86,NA,80.25,NA,NA
85.23,85.32,86.24,NA,NA,NA
NA,NA,NA,NA,92.06,87.73
86.96,89.94,82.04,NA,NA,NA
95.09,NA,90.33,NA,NA,NA
92.21,84.75,86.78,83.21,NA,NA
NA,NA,NA,89.14,84.57,79.66
82.35,84.43,NA,NA,NA,NA
92.21,83.15,79.55,NA,NA,NA
93.05,NA,92.51,75.29,NA,NA
NA,82.61,85.19,80.06,84.15,NA
86.36,90.95,74.56,95.03,NA,NA
92.47,NA,86.97,84.41,85.44,NA
NA,89.64,84.65,NA,NA,NA
83.71,91.9,84.96,NA,NA,NA
93.87,NA,85.13,85.8,87.89,79.64
NA,90.28,NA,95.28,NA,NA
88.15,95.72,NA,99.36,100.99,NA
89.96,97.19,93.44,82.9,NA,NA
86.61,93.72,90.7,NA,92.36,87.94
NA,97.39,98.71,NA,NA,NA
NA,NA,NA,83.63,84.41,NA
85.71,94.99,NA,NA,NA,NA
NA,80.85,NA,86.9,86.13,NA
83.4,84.59,NA,NA,NA,NA
77.05,NA,78.11,NA,NA,NA
76.11,NA,76.9,NA,82.06,NA
79.07,83.28,82.31,NA,NA,NA
73.64,84.25,77.81,72.67,NA,NA
NA,81.63,81.56,NA,NA,NA
NA,91.96,NA,93.3,NA,NA
95.56,96.54,100.26,102.8,NA,NA
83.51,76.85,83.5,75.6,NA,NA
NA,79.4,87.54,77.18,82.24,NA
88.56,91.23,93.58,101.06,NA,NA
NA,84.56,NA,81.71,82.07,NA
91.86,95.21,93.29,101.63,96.59,89.88
NA,83.16,NA,78.33,78.9,NA
NA,92.78,NA,92.41,89.87,NA
NA,71.6,83.36,NA,67.43,NA
84.9,NA,84.31,NA,NA,NA
91.24,93.4,97.19,100.27,95.91,104.96
NA,79.93,100.94,81.97,77.69,75.21
78.65,81.83,NA,NA,NA,NA
NA,89.77,NA,94.03,NA,NA
NA,84.82,83.05,77.64,76.88,NA
80.73,80.67,NA,NA,NA,NA
92.48,95.75,93.64,103.64,97.6,88.89
80.82,NA,77.71,NA,80.67,NA
NA,78.16,74.46,NA,NA,NA
89.72,92.96,87.07,NA,NA,NA
81.04,77.76,76.27,NA,78.57,NA
NA,67.96,84.66,NA,75.34,NA
91.38,92.8,NA,79.17,95.27,NA
82.72,86.95,84.89,82.44,78.77,NA
94.52,98.87,96.59,NA,NA,NA
93.6,96.43,89.23,NA,NA,NA
NA,NA,93.6,92.73,90.32,84.29
NA,92.52,93.32,NA,NA,NA
84.93,NA,85.69,NA,81.25,NA
90.14,NA,76.59,NA,NA,NA
NA,NA,90.59,NA,81.7,NA
86.48,78.02,87.99,NA,83.29,NA
81.92,NA,87.25,NA,NA,NA
86.42,NA,89.26,NA,NA,NA
NA,84.67,NA,83.63,NA,NA
NA,95.36,95.88,105.96,97.28,NA
NA,93.35,NA,85.31,89.16,85.13
98.45,90.34,96.46,82.6,85.23,NA
90.27,84.12,86.34,81.73,NA,NA
79.25,80.96,NA,NA,NA,NA
NA,NA,NA,78.4,82,NA
NA,89.33,96.18,85.18,88.82,NA
83.56,NA,84.67,NA,107.92,NA
81.35,84.03,NA,NA,NA,NA
NA,80.66,82.37,79.37,82.96,NA
89.2,88.18,92.09,89.58,NA,NA
NA,83.6,NA,98.86,NA,NA
96.92,NA,99.47,99,96.03,NA
NA,NA,93.67,NA,107.17,98.79
102.54,76.99,92.39,88.66,NA,NA
NA,96.1,90.22,85.35,86,NA
85.07,92.9,93.23,106.63,93.31,NA
NA,91.56,NA,96.63,NA,NA
83.45,91.77,86.9,NA,NA,NA
NA,NA,NA,NA,80.65,75.83
94.74,88.07,NA,86.2,NA,NA
NA,NA,84.1,NA,78.05,NA
96,NA,97.52,90.55,91.91,NA
93.39,89.46,NA,NA,NA,NA
87.05,93.8,91.12,91.7,108.38,NA
94.34,94.15,96.77,94.13,83.85,NA
NA,NA,83.7,NA,95.36,NA
NA,92.28,NA,105.89,NA,NA
90.41,87.91,93.85,93.2,99.58,94.75
97,94.65,NA,NA,NA,NA
NA,96.52,NA,80.1,NA,NA
NA,87.38,NA,85.87,NA,NA
100.85,NA,101.82,NA,NA,NA
90.05,89.94,96.32,88.08,89.65,NA
NA,82.67,93.28,87.15,NA,NA
NA,89.45,NA,88.08,NA,NA
NA,NA,91.68,87.84,90.4,NA
NA,93.29,100.63,84.23,NA,NA
91.35,NA,96.07,95.88,NA,NA
NA,NA,NA,80.65,81.06,79.03
NA,NA,88.24,100.16,89.17,NA
91.07,NA,97.24,NA,NA,NA
84.61,NA,86.82,84.77,105.41,NA
93.19,90.65,95.48,95.71,99.05,81.5
96.6,NA,100.7,NA,103.59,NA
NA,84.88,NA,86.13,NA,NA
88.63,NA,95.79,NA,89.98,NA
NA,NA,87.56,79.45,NA,NA
NA,84.75,81.34,76.53,NA,NA
90.59,NA,93.58,NA,97.64,NA
NA,NA,88.68,87.2,NA,NA
81.47,84.95,NA,NA,NA,NA
NA,86.63,80.15,NA,NA,NA
90.83,NA,88.85,NA,95.23,90.02
NA,NA,90.81,NA,93.15,NA
NA,91.4,NA,89.1,95.87,NA
91.12,91.13,94.38,95.79,NA,NA
88.32,68.38,86.7,68.9,86.55,85.07
NA,92.78,92.07,NA,97.78,NA
94.01,95.68,NA,95.67,NA,NA
NA,NA,78.56,79.41,NA,NA
89.29,NA,90.3,NA,91.85,85.3
NA,92.83,NA,93.49,NA,NA
90.68,92.98,NA,106.04,96.8,NA
79.43,NA,78.18,NA,NA,NA
82.93,NA,87.56,80.56,NA,NA
82.58,79.04,86.43,83.71,NA,NA
NA,87.11,NA,81.12,NA,NA
96.07,97.55,98.09,NA,100.35,NA
NA,90.88,NA,98.9,NA,NA
96.4,98.62,98.7,NA,NA,NA
NA,NA,84.26,78.26,NA,NA
NA,86.21,92.69,NA,86.06,NA
NA,80.07,NA,90.8,NA,NA
NA,88.96,NA,88.49,NA,NA
90.76,91.15,92.43,91.57,98.92,94.48
93.26,NA,96.92,NA,103.38,NA
80.71,84.24,83.24,NA,82.36,NA
NA,91.97,86.84,NA,NA,NA
